1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3683,896,11,8,0,3680,877,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3502,862,11,8,0,3494,852,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3510,875,11,8,0,3504,864,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3526,887,11,8,0,3508,881,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3522,896,11,8,0,3516,895,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3526,871,11,8,0,3517,870,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3426,901,11,8,0,3423,889,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3422,894,11,8,0,3414,895,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3433,896,11,8,0,3430,896,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3448,906,11,8,0,3442,907,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3427,884,11,8,0,3422,877,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3434,883,11,8,0,3435,875,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3407,876,11,8,0,3385,874,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3521,944,11,8,0,3522,926,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3532,932,11,8,0,3511,926,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3528,943,11,8,0,3529,922,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3549,961,11,8,0,3543,943,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3565,965,11,8,0,3548,947,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3499,980,11,8,0,3497,979,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3465,917,11,8,0,3466,897,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3457,919,11,8,0,3446,908,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3471,919,11,8,0,3451,903,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3461,910,11,8,0,3444,904,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3469,910,11,8,0,3459,895,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3479,910,11,8,0,3465,897,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3475,914,11,8,0,3458,898,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3441,946,11,8,0,3424,936,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3437,956,11,8,0,3423,957,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3446,947,11,8,0,3435,941,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3438,912,11,8,0,3440,913,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3439,919,11,8,0,3441,900,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3420,901,11,8,0,3415,881,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3449,902,11,8,0,3448,887,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3503,966,11,8,0,3497,953,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3499,970,11,8,0,3483,967,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3499,998,11,8,0,3486,995,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3499,960,11,8,0,3495,956,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3547,965,11,8,0,3525,966,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3502,976,11,8,0,3486,977,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3490,1008,11,8,0,3490,1008,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3484,977,11,8,0,3469,970,11,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3507,964,11,8,0,3496,948,11,8,0
