1058,Gladiador do Jardim Celeste,334,0,1473,7580,230,1334,7,119,119,1280,0,0,0,0,0,0,402
1059,Assassino do Jardim Celeste,335,0,1502,6821,15,1334,7,119,119,1280,0,0,0,0,0,0,402
1060,Guarda Real do Jardim Celeste,336,0,1474,7580,180,1334,7,119,119,1280,0,0,0,0,0,0,402
1061,Criado Mutante,355,0,1502,5657,50,1335,20,119,119,1282,0,0,0,0,0,0,402
1062,Hames da Maldição,341,0,0,6286,0,1335,7,119,119,1282,0,0,0,0,0,0,402
1063,Hames do Grito,342,0,0,6286,90,1335,7,119,119,1282,0,0,0,0,0,0,402
1064,Lazapa da Fúria,350,0,1475,34249,180,312,7,119,119,1284,0,0,0,0,0,0,402
1065,Flam Congelante,290,0,1502,6850,270,1336,7,119,119,1285,0,0,0,0,0,0,402
1066,Criado de Espinhos,355,0,1502,6096,90,1336,20,119,119,1282,0,0,0,0,0,0,402
1067,Jardineiro do Jardim Celeste,334,0,1473,8154,140,1336,7,119,119,1280,0,0,0,0,0,0,402
1068,Flam da Proibição,290,0,1502,6850,150,1336,7,119,119,1285,0,0,0,0,0,0,402
1069,Soldado Real do Jardim Celeste,334,0,1473,8154,145,1336,7,119,119,1280,0,0,0,0,0,0,402
1070,Franco-Atirador do Jardim Celeste,335,0,1502,7339,125,1336,7,119,119,1280,0,0,0,0,0,0,402
1071,Lanceiro do Jardim Celeste,336,0,1474,8154,125,1336,7,119,119,1280,0,0,0,0,0,0,402
1072,Capitão da Guarda Real Garine,344,0,1473,40773,180,313,8,119,119,1280,0,0,0,0,0,0,403
1073,Capitão de Guarda-Costas Ahorn,344,0,1473,40773,140,313,8,119,119,1280,0,0,0,0,0,0,403
1074,Buto Pus Venenoso,347,0,0,8154,59,1336,7,119,119,1281,0,0,0,0,0,0,402
1075,Bubba de Força Brutal,354,0,1476,8562,90,1336,7,119,119,1284,0,0,0,0,0,0,402
1076,Buto Gigante Ignahan,347,0,0,42336,300,313,15,119,119,1281,0,0,0,0,0,0,403
1078,Criado Agulha Venenosa,355,0,1502,6096,0,1337,20,119,119,1282,0,0,0,0,0,0,402
1079,Trivion de Selva Profunda,356,0,1502,6096,90,1337,10,119,119,1282,0,0,0,0,0,0,402
1080,Treant Ancião,355,0,1502,28099,180,314,23,119,119,1282,0,0,0,0,0,0,402
1081,Bruxa Sanguinária,342,0,0,28099,90,314,12,119,119,1282,0,0,0,0,0,0,402
1082,Titã,354,0,1476,36879,270,314,12,119,119,1284,0,0,0,0,0,0,402
1083,Croshu da Escuridão,348,0,1502,8467,270,1337,7,119,119,1281,0,0,0,0,0,0,402
1084,Gaff da Destruição,352,0,1502,33868,0,313,7,119,119,1286,0,0,0,0,0,0,402
1085,Caçador da Escuridão,348,0,1502,35123,180,314,12,119,119,1281,0,0,0,0,0,0,402
1086,Flam do Choque,290,0,1502,7112,0,1337,7,119,119,1285,0,0,0,0,0,0,402
1087,Criado Agulha de Ferro,355,0,1502,6096,0,1337,20,119,119,1282,0,0,0,0,0,0,402
1088,Administrador do Jardim Celeste,334,0,1473,8780,0,1338,7,119,119,1280,0,0,0,0,0,0,402
1089,Croshu Sangrento,349,0,1502,8467,40,1337,7,119,119,1281,0,0,0,0,0,0,402
1090,Gaff da Destruição,352,0,1502,33868,70,313,7,119,119,1286,0,0,0,0,0,0,402
1091,Caçador Sangrento,349,0,1502,35123,70,314,12,119,119,1281,0,0,0,0,0,0,402
1093,Hames da Cura,341,0,0,7024,180,1338,7,119,119,1282,0,0,0,0,0,0,402
1094,Hames da Hipnose,342,0,0,7024,180,1338,7,119,119,1282,0,0,0,0,0,0,402
1095,Trivion de Lapiko,356,0,1502,6322,180,1338,10,119,119,1282,0,0,0,0,0,0,402
1096,Deusa da Floresta Lapiko,343,0,0,36373,315,315,10,119,119,1282,0,0,0,0,0,0,403
1097,Shiraz Infernal,358,0,1477,36879,0,314,7,119,119,1284,0,0,0,0,0,0,402
1098,Lazapa Tempestuosa,350,0,1475,36879,180,314,8,119,119,1284,0,0,0,0,0,0,402
1099,Sahrar Ungor,337,0,1473,45467,180,315,10,119,119,1280,0,0,0,0,0,0,403
1101,Vesper Asas Infernais,340,0,1502,8780,215,1338,7,119,119,1281,0,0,0,0,0,0,402
1102,Shiraz Infernal,358,0,1477,36879,90,314,7,119,119,1284,0,0,0,0,0,0,402
1103,Gaff de Nemesis,353,0,1502,36373,140,315,8,119,119,1286,0,0,0,0,0,0,402
1104,Gorr,357,0,1504,43648,90,315,11,119,119,1282,0,0,0,0,0,0,403
