2095,Assassino do Jardim Celeste,7902,3498,3295,1,1107
2219,Buto Pus Venenoso,9676,3505,3107,1,1122
2214,Buto Pus Venenoso,9676,3470,3099,1,1122
2306,Flam do Choque,8369,3820,3169,1,1134
2122,Criado Mutante,6546,3440,3174,1,1109
2491,Flam Congelante,8128,3346,3166,1,1113
2182,Capitão da Guarda Real Garine,49820,3431,3115,1,1120
2492,Flam Congelante,8128,3356,3146,1,1113
2098,Assassino do Jardim Celeste,7902,3482,3257,1,1107
2262,Trivion de Selva Profunda,7174,3662,3310,1,1127
2113,Criado Mutante,6546,3473,3174,1,1109
2081,Assassino do Jardim Celeste,7902,3438,3292,1,1107
2087,Assassino do Jardim Celeste,7902,3462,3277,1,1107
2474,Assassino do Jardim Celeste,7902,3505,3295,1,1107
2471,Hames do Grito,7274,3385,3216,1,1111
2283,Criado Agulha Venenosa,7174,3733,3310,1,1126
2096,Assassino do Jardim Celeste,7902,3479,3287,1,1107
2442,Shiraz Infernal,43135,3637,3215,1,1150
2187,Soldado Real do Jardim Celeste,9676,3404,3123,1,1117
2117,Criado Mutante,6546,3427,3224,1,1109
2079,Assassino do Jardim Celeste,7902,3416,3294,1,1107
2524,Criado Agulha Venenosa,7174,3798,3096,1,1126
2439,Gaff de Nemesis,42300,3661,3194,1,1151
2425,Caçador Sangrento,41081,3686,3135,1,1139
2488,Flam Congelante,8128,3354,3186,1,1113
2335,Criado Agulha Venenosa,7174,3734,3103,1,1126
2159,Jardineiro do Jardim Celeste,9676,3344,3183,1,1115
2170,Flam da Proibição,8128,3396,3139,1,1116
2169,Flam da Proibição,8128,3395,3137,1,1116
2339,Criado Agulha Venenosa,7174,3674,3101,1,1126
2487,Flam Congelante,8128,3345,3198,1,1113
2112,Criado Mutante,6546,3481,3224,1,1109
2176,Flam da Proibição,8128,3441,3139,1,1116
2411,Lazapa Tempestuosa,43135,3735,3190,1,1146
2397,Shiraz Infernal,43135,3790,3210,1,1145
2477,Assassino do Jardim Celeste,7902,3482,3295,1,1107
2319,Trivion de Selva Profunda,7174,3786,3087,1,1127
2116,Criado Mutante,6546,3475,3214,1,1109
2446,Jardineiro do Jardim Celeste,9676,3352,3239,1,1115
2403,Shiraz Infernal,43135,3783,3125,1,1145
2231,Criado Agulha Venenosa,7174,3553,3150,1,1126
2345,Caçador Sangrento,41081,3619,3142,1,1139
2233,Criado Agulha Venenosa,7174,3570,3198,1,1126
2227,Treant Ancião,32864,3553,3171,1,1128
2285,Croshu da Escuridão,9964,3780,3302,1,1131
2297,Caçador da Escuridão,41081,3800,3260,1,1133
2255,Trivion de Selva Profunda,7174,3567,3174,1,1127
2195,Bubba de Força Brutal,10160,3521,3121,1,1123
2167,Flam da Proibição,8128,3385,3121,1,1116
2321,Trivion de Selva Profunda,7174,3760,3087,1,1127
2370,Trivion de Lapiko,7394,3592,3226,1,1143
2409,Lazapa Tempestuosa,43135,3749,3176,1,1146
2140,Lazapa da Fúria,40642,3523,3224,1,1112
2320,Trivion de Selva Profunda,7174,3756,3094,1,1127
2146,Lazapa da Fúria,40642,3479,3220,1,1112
2158,Jardineiro do Jardim Celeste,9676,3353,3195,1,1115
2210,Buto Pus Venenoso,9676,3477,3111,1,1122
2208,Buto Pus Venenoso,9676,3495,3121,1,1122
2444,Shiraz Infernal,43135,3684,3199,1,1150
2055,Gladiador do Jardim Celeste,8780,3404,3305,1,1106
2054,Gladiador do Jardim Celeste,8780,3402,3302,1,1106
2301,Flam do Choque,8369,3826,3221,1,1134
2460,Criado Mutante,6546,3430,3173,1,1109
2313,Administrador do Jardim Celeste,10270,3821,3194,1,1136
2289,Croshu da Escuridão,9964,3813,3303,1,1131
2466,Hames do Grito,7274,3392,3183,1,1111
2197,Bubba de Força Brutal,10160,3499,3121,1,1123
2114,Criado Mutante,6546,3482,3218,1,1109
2104,Criado Mutante,6546,3528,3225,1,1109
2178,Flam da Proibição,8128,3419,3119,1,1116
2317,Criado Agulha de Ferro,7174,3821,3162,1,1135
2100,Assassino do Jardim Celeste,7902,3511,3266,1,1107
2373,Hames da Hipnose,8216,3614,3272,1,1142
2177,Flam da Proibição,8128,3439,3140,1,1116
2105,Criado Mutante,6546,3526,3172,1,1109
2461,Hames do Grito,7274,3428,3183,1,1111
2504,Lanceiro do Jardim Celeste,9676,3379,3128,1,1119
2371,Hames da Hipnose,8216,3594,3226,1,1142
2287,Croshu da Escuridão,9964,3800,3300,1,1131
2452,Hames da Maldição,7274,3517,3182,1,1110
2144,Lazapa da Fúria,40642,3479,3179,1,1112
2376,Hames da Hipnose,8216,3729,3257,1,1142
2399,Shiraz Infernal,43135,3789,3186,1,1145
2473,Gorr,50760,3648,3207,1,1152
2106,Criado Mutante,6546,3521,3172,1,1109
2070,Gladiador do Jardim Celeste,8780,3504,3279,1,1106
2192,Bubba de Força Brutal,10160,3494,3138,1,1123
2072,Assassino do Jardim Celeste,7902,3384,3278,1,1107
2378,Trivion de Lapiko,7394,3597,3262,1,1143
2173,Flam da Proibição,8128,3413,3094,1,1116
2364,Hames da Cura,8216,3757,3236,1,1141
2111,Criado Mutante,6546,3474,3181,1,1109
2171,Flam da Proibição,8128,3395,3123,1,1116
2127,Guarda Real do Jardim Celeste,8780,3460,3268,1,1108
2152,Lazapa da Fúria,40642,3398,3176,1,1112
2450,Criado Mutante,6546,3528,3217,1,1109
2053,Gladiador do Jardim Celeste,8780,3397,3269,1,1106
2052,Gladiador do Jardim Celeste,8780,3399,3268,1,1106
2505,Lanceiro do Jardim Celeste,9676,3404,3121,1,1119
2281,Criado Agulha Venenosa,7174,3705,3310,1,1126
2419,Caçador da Escuridão,41081,3692,3130,1,1133
2135,Guarda Real do Jardim Celeste,8780,3506,3309,1,1108
2470,Hames do Grito,7274,3385,3222,1,1111
2153,Lazapa da Fúria,40642,3390,3215,1,1112
2204,Buto Pus Venenoso,9676,3506,3132,1,1122
2363,Hames da Cura,8216,3639,3269,1,1141
2076,Assassino do Jardim Celeste,7902,3403,3290,1,1107
2145,Lazapa da Fúria,40642,3479,3216,1,1112
2249,Trivion de Selva Profunda,7174,3570,3137,1,1127
2163,Jardineiro do Jardim Celeste,9676,3351,3097,1,1115
2514,Trivion de Lapiko,7394,3637,3268,1,1143
2260,Trivion de Selva Profunda,7174,3630,3298,1,1127
2506,Franco-Atirador do Jardim Celeste,8709,3405,3122,1,1118
2496,Flam Congelante,8128,3347,3124,1,1113
2201,Buto Pus Venenoso,9676,3480,3131,1,1122
2142,Lazapa da Fúria,40642,3523,3179,1,1112
2511,Franco-Atirador do Jardim Celeste,8709,3433,3100,1,1118
2126,Criado Mutante,6546,3393,3180,1,1109
2236,Criado Agulha Venenosa,7174,3567,3249,1,1126
2424,Caçador Sangrento,41081,3683,3134,1,1139
2483,Assassino do Jardim Celeste,7902,3495,3259,1,1107
2299,Caçador da Escuridão,41081,3821,3246,1,1133
2381,Trivion de Lapiko,7394,3682,3269,1,1143
2325,Trivion de Selva Profunda,7174,3657,3095,1,1127
2327,Bruxa Sanguinária,32864,3657,3093,1,1129
2080,Assassino do Jardim Celeste,7902,3438,3294,1,1107
2408,Lazapa Tempestuosa,43135,3750,3155,1,1146
2084,Assassino do Jardim Celeste,7902,3430,3272,1,1107
2346,Croshu Sangrento,9964,3614,3104,1,1137
2065,Gladiador do Jardim Celeste,8780,3476,3277,1,1106
2235,Criado Agulha Venenosa,7174,3571,3239,1,1126
2118,Criado Mutante,6546,3434,3229,1,1109
2252,Trivion de Selva Profunda,7174,3569,3157,1,1127
2404,Shiraz Infernal,43135,3767,3156,1,1145
2194,Bubba de Força Brutal,10160,3522,3135,1,1123
2407,Shiraz Infernal,43135,3752,3178,1,1145
2340,Gaff da Destruição,39856,3611,3100,1,1138
2361,Hames da Cura,8216,3596,3201,1,1141
2220,Buto Pus Venenoso,9676,3502,3100,1,1122
2248,Trivion de Selva Profunda,7174,3569,3137,1,1127
2484,Criado de Espinhos,6967,3352,3220,1,1114
2480,Assassino do Jardim Celeste,7902,3477,3258,1,1107
2069,Gladiador do Jardim Celeste,8780,3498,3272,1,1106
2423,Caçador Sangrento,41081,3703,3129,1,1139
2058,Gladiador do Jardim Celeste,8780,3428,3300,1,1106
2329,Bruxa Sanguinária,32864,3785,3095,1,1129
2157,Jardineiro do Jardim Celeste,9676,3347,3209,1,1115
2489,Criado de Espinhos,6967,3354,3183,1,1114
2502,Franco-Atirador do Jardim Celeste,8709,3385,3115,1,1118
2193,Bubba de Força Brutal,10160,3519,3138,1,1123
2110,Criado Mutante,6546,3477,3174,1,1109
2148,Lazapa da Fúria,40642,3433,3219,1,1112
2125,Criado Mutante,6546,3393,3216,1,1109
2257,Trivion de Selva Profunda,7174,3617,3310,1,1127
2517,Trivion de Selva Profunda,7174,3712,3088,1,1127
2073,Assassino do Jardim Celeste,7902,3391,3280,1,1107
2115,Criado Mutante,6546,3475,3223,1,1109
2330,Criado Agulha Venenosa,7174,3778,3100,1,1126
2479,Guarda Real do Jardim Celeste,8780,3475,3278,1,1108
2328,Bruxa Sanguinária,32864,3757,3091,1,1129
2400,Shiraz Infernal,43135,3792,3166,1,1145
2351,Croshu Sangrento,9964,3599,3117,1,1137
2354,Croshu Sangrento,9964,3595,3127,1,1137
2288,Croshu da Escuridão,9964,3811,3307,1,1131
2155,Jardineiro do Jardim Celeste,9676,3349,3246,1,1115
2228,Treant Ancião,32864,3553,3148,1,1128
2447,Hames da Maldição,7274,3519,3217,1,1110
2380,Trivion de Lapiko,7394,3617,3263,1,1143
2467,Criado Mutante,6546,3388,3226,1,1109
2490,Criado de Espinhos,6967,3347,3168,1,1114
2332,Criado Agulha Venenosa,7174,3766,3087,1,1126
2472,Hames do Grito,7274,3392,3212,1,1111
2066,Gladiador do Jardim Celeste,8780,3475,3259,1,1106
2121,Criado Mutante,6546,3437,3172,1,1109
2101,Assassino do Jardim Celeste,7902,3506,3279,1,1107
2440,Gaff de Nemesis,42300,3642,3192,1,1151
2456,Hames da Maldição,7274,3471,3224,1,1110
2190,Soldado Real do Jardim Celeste,9676,3431,3101,1,1117
2211,Buto Pus Venenoso,9676,3470,3108,1,1122
2515,Trivion de Selva Profunda,7174,3675,3092,1,1127
2486,Criado de Espinhos,6967,3345,3200,1,1114
