2219,Lanceiro Esqueleto,255,3773,3618,1,293
2122,Lanceiro Esqueleto,255,3753,3475,1,293
2182,Lanceiro Esqueleto,255,3757,3451,1,293
2099,Lanceiro Esqueleto,255,3816,3499,1,293
2098,Lanceiro Esqueleto,255,3818,3499,1,293
2113,Lanceiro Esqueleto,255,3750,3507,1,293
2081,Lanceiro Esqueleto,255,3795,3550,1,293
2087,Lanceiro Esqueleto,255,3816,3557,1,293
2096,Lanceiro Esqueleto,255,3815,3510,1,293
2187,Arqueiro Esqueleto,1022,3770,3362,1,295
2117,Lanceiro Esqueleto,255,3736,3499,1,293
2079,Cavaleiro da Morte Mensageiro,1194,3812,3531,1,296
2067,Cavaleiro da Morte Mensageiro,1194,3731,3575,1,296
2086,Lanceiro Esqueleto,255,3814,3557,1,293
2139,Cavaleiro da Morte Mensageiro,1194,3776,3402,1,296
2159,Soldado de Assalto Esqueleto,1136,3804,3460,1,294
2170,Lanceiro Esqueleto,255,3740,3433,1,293
2169,Patrulheiro Esqueleto,312,3760,3422,1,317
2217,Lanceiro Esqueleto,255,3777,3618,1,293
2222,Soldado de Assalto Esqueleto,1136,3793,3610,1,294
2112,Lanceiro Esqueleto,255,3752,3507,1,293
2174,Lanceiro Esqueleto,255,3736,3445,1,293
7156,Saqueador do Clã Dread,1415,3535,3526,1,290
2176,Lanceiro Esqueleto,255,3751,3440,1,293
2116,Lanceiro Esqueleto,255,3736,3510,1,293
2089,Cavaleiro da Morte Mensageiro,1194,3818,3575,1,296
2231,Maliciosidade de Marquis,908,3754,3479,1,399
2074,Lanceiro Esqueleto,255,3755,3551,1,293
2109,Lanceiro Esqueleto,255,3790,3481,1,293
2227,Lanceiro Esqueleto,255,3773,3598,1,293
2233,Maliciosidade de Marquis,908,3754,3464,1,401
2161,Lanceiro Esqueleto,255,3792,3451,1,293
2195,Expedição do Clã Dread,330,3747,3649,1,232
2167,Patrulheiro Esqueleto,312,3762,3419,1,317
2140,Soldado de Assalto Esqueleto,1136,3774,3402,1,294
2146,Lanceiro Esqueleto,255,3813,3434,1,293
2158,Lanceiro Esqueleto,255,3790,3463,1,293
