232,Expedição do Clã Dread,235,0,1430,330,315,28,7,119,119,64512,0,0,0,0,0,0,51
289,Explorador do Clã Dread,235,0,1430,1572,45,28,8,119,119,64512,0,0,0,0,0,0,51
290,Saqueador do Clã Dread,235,0,0,1415,270,28,8,119,119,64512,0,0,0,0,0,0,51
291,Guarda-Costas do Clã Dread,235,0,1431,1655,33,29,8,119,119,64512,0,0,0,0,0,0,51
301,Lanceiro Esqueleto,277,0,1455,313,0,1306,7,119,119,65029,0,0,0,0,0,0,51
302,Soldado de Assalto Esqueleto,277,0,1455,1739,320,1306,8,119,119,65029,0,0,0,0,0,0,51
303,Arqueiro Esqueleto,282,0,1506,1565,300,1306,7,119,119,65029,0,0,0,0,0,0,51
304,Cavaleiro da Morte Mensageiro,284,0,1456,1840,180,1307,8,119,119,65029,0,0,0,0,0,0,52
305,Cavaleiro da Morte Lutador,284,0,1456,1926,0,1308,9,119,119,65024,0,0,0,0,0,0,52
306,Mago Combatente Esqueleto,277,0,1457,1621,240,1309,7,119,119,65029,0,0,0,0,0,0,51
307,Garras do Guarda,274,0,0,9171,0,284,20,119,119,1025,0,0,0,0,0,0,53
308,Marquis,285,0,0,10213,0,286,14,119,119,65028,0,0,0,0,0,0,53
317,Patrulheiro Esqueleto,282,0,1506,312,300,1308,7,119,119,65029,0,0,0,0,0,0,51
402,Maliciosidade de Marquis,285,0,0,1391,0,1306,2,119,119,65029,0,0,0,0,0,0,53
403,Maliciosidade de Marquis,285,0,0,1391,0,1306,2,119,119,65029,0,0,0,0,0,0,53
404,Maliciosidade de Marquis,285,0,0,1391,0,1306,2,119,119,65029,0,0,0,0,0,0,53
405,Maliciosidade de Marquis,285,0,0,1391,0,1306,2,119,119,65029,0,0,0,0,0,0,53
406,Maliciosidade de Marquis,285,0,0,1391,0,1306,2,119,119,65029,0,0,0,0,0,0,53
407,Maliciosidade de Marquis,285,0,0,1391,0,1306,2,119,119,65029,0,0,0,0,0,0,53
